Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
CPU,BX8071512900KF,Intel,i9 12900KF,1,117,177,https://cpu.userbenchmark.com/SpeedTest/1685583/12th Gen IntelR CoreTM i9 12900KF
CPU,BX8071512700KF,Intel,i7 12700KF,2,115,424,https://cpu.userbenchmark.com/SpeedTest/1699429/12th Gen IntelR CoreTM i7 12700KF
CPU,BX8071512900K,Intel,i9 12900K,3,115,1115,https://cpu.userbenchmark.com/Intel Core i9 12900K/Rating/4118
CPU,BX8071512700K,Intel,i7 12700K,4,112,1032,https://cpu.userbenchmark.com/Intel Core i7 12700K/Rating/4119
CPU,BX8071512600KF,Intel,i5 12600KF,5,110,92,https://cpu.userbenchmark.com/SpeedTest/1700734/12th Gen IntelR CoreTM i5 12600KF
CPU,BX8071512600K,Intel,i5 12600K,6,110,948,https://cpu.userbenchmark.com/Intel Core i5 12600K/Rating/4120
CPU,BX8070811900KF,Intel,i9 11900KF,7,106,3039,https://cpu.userbenchmark.com/SpeedTest/1515781/11th Gen IntelR CoreTM i9 11900KF   350GHz
CPU,BX8070811900F,Intel,i9 11900F,8,105,1637,https://cpu.userbenchmark.com/SpeedTest/1492552/11th Gen IntelR CoreTM i9 11900F   250GHz
CPU,BX8070811900K,Intel,i9 11900K,9,105,14951,https://cpu.userbenchmark.com/Intel Core i9 11900K/Rating/4110
CPU,BX8070811900,Intel,i9 11900,10,104,1693,https://cpu.userbenchmark.com/SpeedTest/1515871/11th Gen IntelR CoreTM i9 11900   250GHz
CPU,BX8070811700K,Intel,i7 11700K,11,102,24470,https://cpu.userbenchmark.com/Intel Core i7 11700K/Rating/4107
CPU,BX8070811700KF,Intel,i7 11700KF,12,102,5020,https://cpu.userbenchmark.com/SpeedTest/1514594/11th Gen IntelR CoreTM i7 11700KF   360GHz
CPU,100 100000061WOF,AMD,Ryzen 9 5900X,13,102,96725,https://cpu.userbenchmark.com/AMD Ryzen 9 5900X/Rating/4087
CPU,BX8070811600KF,Intel,i5 11600KF,14,102,2194,https://cpu.userbenchmark.com/SpeedTest/1512279/11th Gen IntelR CoreTM i5 11600KF   390GHz
CPU,100 100000059WOF,AMD,Ryzen 9 5950X,15,102,45234,https://cpu.userbenchmark.com/AMD Ryzen 9 5950X/Rating/4086
CPU,BX8070811600,Intel,i5 11600,16,102,871,https://cpu.userbenchmark.com/SpeedTest/1543284/11th Gen IntelR CoreTM i5 11600   280GHz
CPU,BX8070110900KF,Intel,i9 10900KF,17,101,16016,https://cpu.userbenchmark.com/SpeedTest/1174369/IntelR CoreTM i9 10900KF CPU   370GHz
CPU,BX8070110900K,Intel,i9 10900K,18,101,69277,https://cpu.userbenchmark.com/Intel Core i9 10900K/Rating/4071
CPU,BX80684I99900KS,Intel,i9 9900KS,19,100,13892,https://cpu.userbenchmark.com/SpeedTest/929964/IntelR CoreTM i9 9900KS CPU   400GHz
CPU,BX8070811600K,Intel,i5 11600K,20,100,14606,https://cpu.userbenchmark.com/Intel Core i5 11600K/Rating/4113
CPU,BX8070811500,Intel,i5 11500,21,99.6,1628,https://cpu.userbenchmark.com/SpeedTest/1496869/11th Gen IntelR CoreTM i5 11500   270GHz
CPU,100 100000063WOF,AMD,Ryzen 7 5800X,22,99.4,170925,https://cpu.userbenchmark.com/AMD Ryzen 7 5800X/Rating/4085
CPU,BX8070110850K,Intel,i9 10850K,23,99.3,58850,https://cpu.userbenchmark.com/SpeedTest/1255865/IntelR CoreTM i9 10850K CPU   360GHz
CPU,BX8070811700,Intel,i7 11700,24,99,7059,https://cpu.userbenchmark.com/SpeedTest/1450761/11th Gen IntelR CoreTM i7 11700   250GHz
CPU,,AMD,Ryzen 9 5900,25,98.2,327,https://cpu.userbenchmark.com/SpeedTest/1528736/AMD Ryzen 9 5900 12 Core Processor
CPU,BX80684I99900KF,Intel,i9 9900KF,26,97.6,18402,https://cpu.userbenchmark.com/SpeedTest/764533/IntelR CoreTM i9 9900KF CPU   360GHz
CPU,BX80684I79700KF,Intel,i7 9700KF,27,97.5,29903,https://cpu.userbenchmark.com/SpeedTest/710154/IntelR CoreTM i7 9700KF CPU   360GHz
CPU,BX8070110700KF,Intel,i7 10700KF,28,97.4,22762,https://cpu.userbenchmark.com/SpeedTest/1171560/IntelR CoreTM i7 10700KF CPU   380GHz
CPU,BX80684I79700K,Intel,i7 9700K,29,97.4,425879,https://cpu.userbenchmark.com/Intel Core i7 9700K/Rating/4030
CPU,,AMD,Ryzen 7 5800,30,97.2,1079,https://cpu.userbenchmark.com/SpeedTest/1496609/AMD Ryzen 7 5800 8 Core Processor
CPU,BX80684I99900K,Intel,i9 9900K,31,96.9,409061,https://cpu.userbenchmark.com/Intel Core i9 9900K/Rating/4028
CPU,,Intel,i9 10900,32,96.8,7552,https://cpu.userbenchmark.com/SpeedTest/1169242/IntelR CoreTM i9 10900 CPU   280GHz
CPU,100 100000065BOX,AMD,Ryzen 5 5600X,33,96.8,223074,https://cpu.userbenchmark.com/AMD Ryzen 5 5600X/Rating/4084
CPU,BX8070110900F,Intel,i9 10900F,34,96.8,6128,https://cpu.userbenchmark.com/SpeedTest/1196789/IntelR CoreTM i9 10900F CPU   280GHz
CPU,BX8070110700K,Intel,i7 10700K,35,96.7,159443,https://cpu.userbenchmark.com/Intel Core i7 10700K/Rating/4070
CPU,BX8070811700F,Intel,i7 11700F,36,96.7,5317,https://cpu.userbenchmark.com/SpeedTest/1522100/11th Gen IntelR CoreTM i7 11700F   250GHz
CPU,100 100000263BOX,AMD,Ryzen 7 5700G,37,95.8,5836,https://cpu.userbenchmark.com/SpeedTest/1552677/AMD Ryzen 7 5700G with Radeon Graphics
CPU,BX8070811400,Intel,i5 11400,38,94.9,8586,https://cpu.userbenchmark.com/Intel Core i5 11400/Rating/4112
CPU,BX8070110600K,Intel,i5 10600K,39,94.2,51045,https://cpu.userbenchmark.com/Intel Core i5 10600K/Rating/4072
CPU,,Intel,i9 11950H,40,94,424,https://cpu.userbenchmark.com/SpeedTest/1554081/11th Gen IntelR CoreTM i9 11950H   260GHz
CPU,,Intel,i9 11980HK,41,94,784,https://cpu.userbenchmark.com/SpeedTest/1569162/11th Gen IntelR CoreTM i9 11980HK   260GHz
CPU,BX8070110700,Intel,i7 10700,42,93.8,45803,https://cpu.userbenchmark.com/Intel Core i7 10700/Rating/4077
CPU,BX8070110700F,Intel,i7 10700F,43,93.7,26414,https://cpu.userbenchmark.com/SpeedTest/1183814/IntelR CoreTM i7 10700F CPU   290GHz
CPU,BX8070110600KF,Intel,i5 10600KF,44,93.6,13739,https://cpu.userbenchmark.com/SpeedTest/1225152/IntelR CoreTM i5 10600KF CPU   410GHz
CPU,BX8070811400F,Intel,i5 11400F,45,93.6,8838,https://cpu.userbenchmark.com/Intel Core i5 11400F/Rating/4111
CPU,BX80684I59600KF,Intel,i5 9600KF,46,93.6,60057,https://cpu.userbenchmark.com/SpeedTest/772658/IntelR CoreTM i5 9600KF CPU   370GHz
CPU,BX80684I99900,Intel,i9 9900,47,93.5,10753,https://cpu.userbenchmark.com/SpeedTest/816115/IntelR CoreTM i9 9900 CPU   310GHz
CPU,BX80684I59600K,Intel,i5 9600K,48,93.4,320006,https://cpu.userbenchmark.com/Intel Core i5 9600K/Rating/4031
CPU,BX80684I79700F,Intel,i7 9700F,49,93.3,39665,https://cpu.userbenchmark.com/SpeedTest/816132/IntelR CoreTM i7 9700F CPU   300GHz
CPU,BX80684I79700,Intel,i7 9700,50,93.1,64147,https://cpu.userbenchmark.com/SpeedTest/816180/IntelR CoreTM i7 9700 CPU   300GHz
CPU,BX80684I78086K,Intel,i7 8086K,51,92.8,39475,https://cpu.userbenchmark.com/SpeedTest/516988/IntelR CoreTM i7 8086K CPU   400GHz
CPU,BX8070110600,Intel,i5 10600,52,92.4,5784,https://cpu.userbenchmark.com/Intel Core i5 10600/Rating/4069
CPU,,Intel,i7 11850H,53,92.3,619,https://cpu.userbenchmark.com/SpeedTest/1557007/11th Gen IntelR CoreTM i7 11850H   250GHz
CPU,100 100000252BOX,AMD,Ryzen 5 5600G,54,91.5,7441,https://cpu.userbenchmark.com/SpeedTest/1553183/AMD Ryzen 5 5600G with Radeon Graphics
CPU,BX80684I59600,Intel,i5 9600,55,91.5,573,https://cpu.userbenchmark.com/SpeedTest/853186/IntelR CoreTM i5 9600 CPU   310GHz
CPU,BX80684I78700K,Intel,i7 8700K,56,91.2,684305,https://cpu.userbenchmark.com/Intel Core i7 8700K/Rating/3937
CPU,BX8070110500,Intel,i5 10500,57,91.1,6407,https://cpu.userbenchmark.com/Intel Core i5 10500/Rating/4078
CPU,BX80684I58600K,Intel,i5 8600K,58,90.9,240055,https://cpu.userbenchmark.com/Intel Core i5 8600K/Rating/3941
CPU,,Intel,i9 11900H,59,90.2,1904,https://cpu.userbenchmark.com/SpeedTest/1539880/11th Gen IntelR CoreTM i9 11900H   250GHz
CPU,,AMD,Ryzen 9 5900HX,60,89.5,12370,https://cpu.userbenchmark.com/SpeedTest/1449683/AMD Ryzen 9 5900HX with Radeon Graphics
CPU,,Intel,i3 10320,61,89.4,380,https://cpu.userbenchmark.com/SpeedTest/1180543/IntelR CoreTM i3 10320 CPU   380GHz
CPU,,AMD,Ryzen 9 5900HS,62,89,9359,https://cpu.userbenchmark.com/SpeedTest/1452199/AMD Ryzen 9 5900HS with Radeon Graphics
CPU,BX80684I59500,Intel,i5 9500,63,88.9,6317,https://cpu.userbenchmark.com/SpeedTest/825467/IntelR CoreTM i5 9500 CPU   300GHz
CPU,BX80684I78700,Intel,i7 8700,64,88.8,309885,https://cpu.userbenchmark.com/Intel Core i7 8700/Rating/3940
CPU,BX80684I58600,Intel,i5 8600,65,88.6,15190,https://cpu.userbenchmark.com/SpeedTest/477251/IntelR CoreTM i5 8600 CPU   310GHz
CPU,,Intel,i9 10980HK,66,88.4,5907,https://cpu.userbenchmark.com/SpeedTest/1065893/IntelR CoreTM i9 10980HK CPU   240GHz
CPU,100 100000279WOF,AMD,Ryzen 7 3800XT,67,88.2,13268,https://cpu.userbenchmark.com/SpeedTest/1218139/AMD Ryzen 7 3800XT 8 Core Processor
CPU,,AMD,Ryzen 7 4700G,68,88,690,https://cpu.userbenchmark.com/SpeedTest/1135003/AMD Ryzen 7 4700G 8 Core Processor
CPU,,Intel,i7 11800H,69,87.8,18257,https://cpu.userbenchmark.com/SpeedTest/1542191/11th Gen IntelR CoreTM i7 11800H   230GHz
CPU,100 100000051WOF,AMD,Ryzen 9 3950X,70,87.7,47312,https://cpu.userbenchmark.com/AMD Ryzen 9 3950X/Rating/4057
CPU,BX80684I39350KF,Intel,i3 9350KF,71,87.2,1090,https://cpu.userbenchmark.com/Intel Core i3 9350KF/Rating/4055
CPU,BX80677I77700K,Intel,i7 7700K,72,87.2,531095,https://cpu.userbenchmark.com/Intel Core i7 7700K/Rating/3647
CPU,,Intel,i5 10500H,73,87.1,3210,https://cpu.userbenchmark.com/SpeedTest/1449890/IntelR CoreTM i5 10500H CPU   250GHz
CPU,100 100000277WOF,AMD,Ryzen 9 3900XT,74,87.1,20299,https://cpu.userbenchmark.com/SpeedTest/1202614/AMD Ryzen 9 3900XT 12 Core Processor
CPU,BX8070110400,Intel,i5 10400,75,86.9,47106,https://cpu.userbenchmark.com/Intel Core i5 10400/Rating/4073
CPU,100 100000023BOX,AMD,Ryzen 9 3900X,76,86.9,257757,https://cpu.userbenchmark.com/AMD Ryzen 9 3900X/Rating/4044
CPU,BX80677I77740X,Intel,i7 7740X,77,86.8,4319,https://cpu.userbenchmark.com/SpeedTest/304932/IntelR CoreTM i7 7740X CPU   430GHz
CPU,,Intel,i7 10700T,78,86.7,893,https://cpu.userbenchmark.com/SpeedTest/1218230/IntelR CoreTM i7 10700T CPU   200GHz
CPU,BX8070110300,Intel,i3 10300,79,86.7,268,https://cpu.userbenchmark.com/Intel Core i3 10300/Rating/4074
CPU,BX8069510940X,Intel,i9 10940X,80,86.6,1551,https://cpu.userbenchmark.com/SpeedTest/932085/IntelR CoreTM i9 10940X CPU   330GHz
CPU,BX8070110400F,Intel,i5 10400F,81,86.5,91473,https://cpu.userbenchmark.com/Intel Core i5 10400F/Rating/4079
CPU,BX8069510900X,Intel,i9 10900X,82,86.5,4619,https://cpu.userbenchmark.com/SpeedTest/969950/IntelR CoreTM i9 10900X CPU   370GHz
CPU,BX80671I76900K,Intel,i7 6900K,83,86.5,5188,https://cpu.userbenchmark.com/Intel Core i7 6900K/Rating/3605
CPU,BX80684I59400,Intel,i5 9400,84,86.3,23856,https://cpu.userbenchmark.com/SpeedTest/735306/IntelR CoreTM i5 9400 CPU   290GHz
CPU,BX80684I58500,Intel,i5 8500,85,86.3,38938,https://cpu.userbenchmark.com/SpeedTest/447884/IntelR CoreTM i5 8500 CPU   300GHz
CPU,BX8069510920X,Intel,i9 10920X,86,86.3,2199,https://cpu.userbenchmark.com/SpeedTest/931866/IntelR CoreTM i9 10920X CPU   350GHz
CPU,BX80684I59400F,Intel,i5 9400F,87,86.3,247706,https://cpu.userbenchmark.com/Intel Core i5 9400F/Rating/4051
CPU,BX8070110105F,Intel,i3 10105F,88,86,3360,https://cpu.userbenchmark.com/SpeedTest/1482345/IntelR CoreTM i3 10105F CPU   370GHz
CPU,BX80671I76950X,Intel,i7 6950X,89,85.9,5128,https://cpu.userbenchmark.com/Intel Core i7 6950X/Rating/3604
CPU,,Intel,i7 10870H,90,85.7,14327,https://cpu.userbenchmark.com/SpeedTest/1322918/IntelR CoreTM i7 10870H CPU   220GHz
CPU,,Intel,i7 10875H,91,85.5,25190,https://cpu.userbenchmark.com/SpeedTest/1111393/IntelR CoreTM i7 10875H CPU   230GHz
CPU,,Intel,i5 10600T,92,85.5,63,https://cpu.userbenchmark.com/SpeedTest/1250930/IntelR CoreTM i5 10600T CPU   240GHz
CPU,BX80671I76850K,Intel,i7 6850K,93,85.4,23771,https://cpu.userbenchmark.com/Intel Core i7 6850K/Rating/3606
CPU,,AMD,Ryzen 7 5800H,94,85.4,24134,https://cpu.userbenchmark.com/SpeedTest/1442974/AMD Ryzen 7 5800H with Radeon Graphics
CPU,BX80673I99920X,Intel,i9 9920X,95,85.4,871,https://cpu.userbenchmark.com/SpeedTest/656219/IntelR CoreTM i9 9920X CPU   350GHz
CPU,BX80673I99940X,Intel,i9 9940X,96,85.4,1413,https://cpu.userbenchmark.com/SpeedTest/641326/IntelR CoreTM i9 9940X CPU   330GHz
CPU,,Intel,i9 10900T,97,85.3,112,https://cpu.userbenchmark.com/SpeedTest/1238258/IntelR CoreTM i9 10900T CPU   190GHz
CPU,100 100000025BOX,AMD,Ryzen 7 3800X,98,84.9,161279,https://cpu.userbenchmark.com/AMD Ryzen 7 3800X/Rating/4047
CPU,100 100000071BOX,AMD,Ryzen 7 3700X,99,84.8,593991,https://cpu.userbenchmark.com/AMD Ryzen 7 3700X/Rating/4043
CPU,100 100000281BOX,AMD,Ryzen 5 3600XT,100,84.7,29437,https://cpu.userbenchmark.com/SpeedTest/1211585/AMD Ryzen 5 3600XT 6 Core Processor
CPU,,AMD,Ryzen 7 5800HS,101,84.5,1625,https://cpu.userbenchmark.com/SpeedTest/1463823/AMD Ryzen 7 5800HS with Radeon Graphics
CPU,BX80684I58400,Intel,i5 8400,102,84.5,295082,https://cpu.userbenchmark.com/Intel Core i5 8400/Rating/3939
CPU,BX80673I99960X,Intel,i9 9960X,103,84.4,673,https://cpu.userbenchmark.com/SpeedTest/653060/IntelR CoreTM i9 9960X CPU   310GHz
CPU,BX80673I99900X,Intel,i9 9900X,104,84.3,2723,https://cpu.userbenchmark.com/SpeedTest/639130/IntelR CoreTM i9 9900X CPU   350GHz
CPU,BX8070110100F,Intel,i3 10100F,105,84.2,19913,https://cpu.userbenchmark.com/Intel Core i3 10100F/Rating/4082
CPU,100 100000011WOF,AMD,Ryzen TR 3970X,106,84.2,4307,https://cpu.userbenchmark.com/SpeedTest/970030/AMD Ryzen Threadripper 3970X 32 Core Processor
CPU,BX80684I38350K,Intel,i3 8350K,107,84.1,27186,https://cpu.userbenchmark.com/Intel Core i3 8350K/Rating/3935
CPU,BX8070110100,Intel,i3 10100,108,84,20432,https://cpu.userbenchmark.com/Intel Core i3 10100/Rating/4075
CPU,100 100000010WOF,AMD,Ryzen TR 3960X,109,84,5311,https://cpu.userbenchmark.com/SpeedTest/969111/AMD Ryzen Threadripper 3960X 24 Core Processor
CPU,,AMD,Ryzen 9 4900H,110,83.8,2930,https://cpu.userbenchmark.com/SpeedTest/1185620/AMD Ryzen 9 4900H with Radeon Graphics
CPU,BX80677I57640X,Intel,i5 7640X,111,83.7,2572,https://cpu.userbenchmark.com/SpeedTest/310543/IntelR CoreTM i5 7640X CPU   400GHz
CPU,,AMD,Ryzen 9 4900HS,112,83.4,10756,https://cpu.userbenchmark.com/SpeedTest/1084184/AMD Ryzen 9 4900HS with Radeon Graphics
CPU,,Intel,i5 10500T,113,83.4,744,https://cpu.userbenchmark.com/SpeedTest/1204939/IntelR CoreTM i5 10500T CPU   230GHz
CPU,BX80673I97960X,Intel,i9 7960X,114,83.3,1995,https://cpu.userbenchmark.com/SpeedTest/357952/IntelR CoreTM i9 7960X CPU   280GHz
CPU,BX8069510980XE,Intel,i9 10980XE,115,83.2,3298,https://cpu.userbenchmark.com/SpeedTest/935899/IntelR CoreTM i9 10980XE CPU   300GHz
CPU,100 1000000158,AMD,Ryzen 5 3500X,116,83.2,39758,https://cpu.userbenchmark.com/AMD Ryzen 5 3500X/Rating/4052
CPU,BX80673I97900X,Intel,i9 7900X,117,83.2,16200,https://cpu.userbenchmark.com/Intel Core i9 7900X/Rating/3936
CPU,BX80677I57600K,Intel,i5 7600K,118,83.1,188219,https://cpu.userbenchmark.com/Intel Core i5 7600K/Rating/3885
CPU,,AMD,Ryzen 5 5600H,119,83.1,8145,https://cpu.userbenchmark.com/SpeedTest/1522632/AMD Ryzen 5 5600H with Radeon Graphics
CPU,100 100000022BOX,AMD,Ryzen 5 3600X,120,83.1,281928,https://cpu.userbenchmark.com/AMD Ryzen 5 3600X/Rating/4041
CPU,,Intel,i9 10885H,121,83.1,4506,https://cpu.userbenchmark.com/SpeedTest/1174414/IntelR CoreTM i9 10885H CPU   240GHz
CPU,100 1000000050,AMD,Ryzen 5 3500,122,83,21358,https://cpu.userbenchmark.com/AMD Ryzen 5 3500/Rating/4053
CPU,,Intel,i7 10750H,123,83,147018,https://cpu.userbenchmark.com/SpeedTest/1053158/IntelR CoreTM i7 10750H CPU   260GHz
CPU,BX80646I74790K,Intel,i7 4790K,124,83,381911,https://cpu.userbenchmark.com/Intel Core i7 4790K/Rating/2384
CPU,BX80658i75775C,Intel,i7 5775C,125,83,2069,https://cpu.userbenchmark.com/SpeedTest/30276/IntelR CoreTM i7 5775C CPU   330GHz
CPU,BX80662I76700K,Intel,i7 6700K,126,82.6,631649,https://cpu.userbenchmark.com/Intel Core i7 6700K/Rating/3502
CPU,BX80673I97940X,Intel,i9 7940X,127,82.6,4131,https://cpu.userbenchmark.com/SpeedTest/353078/IntelR CoreTM i9 7940X CPU   310GHz
CPU,100 000000253,AMD,Ryzen 3 5300G,128,82.5,127,https://cpu.userbenchmark.com/SpeedTest/1542116/AMD Ryzen 3 5300G with Radeon Graphics
CPU,,Intel,i9 9980HK,129,82.5,6938,https://cpu.userbenchmark.com/SpeedTest/797907/IntelR CoreTM i9 9980HK CPU   240GHz
CPU,BX80673I99820X,Intel,i9 9820X,130,82.4,2014,https://cpu.userbenchmark.com/SpeedTest/651318/IntelR CoreTM i9 9820X CPU   330GHz
CPU,,AMD,Ryzen 9 5980HS,131,82.3,198,https://cpu.userbenchmark.com/SpeedTest/1493102/AMD Ryzen 9 5980HS with Radeon Graphics
CPU,BX80648I75960X,Intel,i7 5960X,132,82.2,16159,https://cpu.userbenchmark.com/Intel Core i7 5960X/Rating/2580
CPU,BX80673I99980X,Intel,i9 9980XE,133,82.1,1846,https://cpu.userbenchmark.com/SpeedTest/652504/IntelR CoreTM i9 9980XE CPU   300GHz
CPU,BX80673I79800X,Intel,i7 9800X,134,82.1,3266,https://cpu.userbenchmark.com/SpeedTest/651256/IntelR CoreTM i7 9800X CPU   380GHz
CPU,100 100000031BOX,AMD,Ryzen 5 3600,135,82.1,1019302,https://cpu.userbenchmark.com/AMD Ryzen 5 3600/Rating/4040
CPU,100 000000163,AMD,Ryzen TR 3990X,136,82,1024,https://cpu.userbenchmark.com/SpeedTest/1035665/AMD Ryzen Threadripper 3990X 64 Core Processor
CPU,100 000000098,AMD,Ryzen 7 4800H,137,82,51239,https://cpu.userbenchmark.com/SpeedTest/1032976/AMD Ryzen 7 4800H with Radeon Graphics
CPU,BX80648I75930K,Intel,i7 5930K,138,81.9,32874,https://cpu.userbenchmark.com/Intel Core i7 5930K/Rating/2578
CPU,,AMD,Ryzen 7 4800HS,139,81.9,6709,https://cpu.userbenchmark.com/SpeedTest/1064059/AMD Ryzen 7 4800HS with Radeon Graphics
CPU,100 100000159BOX,AMD,Ryzen 3 3300X,140,81.7,12789,https://cpu.userbenchmark.com/AMD Ryzen 3 3300X/Rating/4076
CPU,,Intel,i7 10850H,141,81.7,3920,https://cpu.userbenchmark.com/SpeedTest/1160496/IntelR CoreTM i7 10850H CPU   270GHz
CPU,BX80673I77820X,Intel,i7 7820X,142,81.6,29944,https://cpu.userbenchmark.com/Intel Core i7 7820X/Rating/3928
CPU,BX80684I39100,Intel,i3 9100,143,81.2,9628,https://cpu.userbenchmark.com/SpeedTest/806339/IntelR CoreTM i3 9100 CPU   360GHz
CPU,BX80673I97920X,Intel,i9 7920X,144,81.1,5127,https://cpu.userbenchmark.com/SpeedTest/278103/IntelR CoreTM i9 7920X CPU   350GHz
CPU,BX80671I76800K,Intel,i7 6800K,145,81,42960,https://cpu.userbenchmark.com/Intel Core i7 6800K/Rating/3607
CPU,CM8068403358708,Intel,i5 8600T,146,81,271,https://cpu.userbenchmark.com/SpeedTest/506080/IntelR CoreTM i5 8600T CPU   230GHz
CPU,BX80658i55675C,Intel,i5 5675C,147,80.9,902,https://cpu.userbenchmark.com/SpeedTest/31828/IntelR CoreTM i5 5675C CPU   310GHz
CPU,BX80673I97980X,Intel,i9 7980XE,148,80.8,4217,https://cpu.userbenchmark.com/SpeedTest/352013/IntelR CoreTM i9 7980XE CPU   260GHz
CPU,YD270XBGAFBOX,AMD,Ryzen 7 2700X,149,80.6,467627,https://cpu.userbenchmark.com/AMD Ryzen 7 2700X/Rating/3958
CPU,CL8068404069006,Intel,i9 9880H,150,80.6,9220,https://cpu.userbenchmark.com/SpeedTest/750169/IntelR CoreTM i9 9880H CPU   230GHz
CPU,,Intel,E3 1245 v6,151,80.4,474,https://cpu.userbenchmark.com/SpeedTest/299743/IntelR XeonR CPU E3 1245 v6   370GHz
CPU,CM8068403358413,Intel,i7 8700T,152,80.4,4570,https://cpu.userbenchmark.com/SpeedTest/480804/IntelR CoreTM i7 8700T CPU   240GHz
CPU,,Intel,i7 8809G,153,80.4,3331,https://cpu.userbenchmark.com/SpeedTest/422264/IntelR CoreTM i7 8809G CPU   310GHz
CPU,,Intel,E3 1270 v6,154,80.4,522,https://cpu.userbenchmark.com/SpeedTest/278175/IntelR XeonR CPU E3 1270 v6   380GHz
CPU,BX80648I75820K,Intel,i7 5820K,155,80.2,89534,https://cpu.userbenchmark.com/Intel Core i7 5820K/Rating/2579
CPU,,AMD,Ryzen 5 4600HS,156,80.2,1048,https://cpu.userbenchmark.com/SpeedTest/1134526/AMD Ryzen 5 4600HS with Radeon Graphics
CPU,BX80633I74960X,Intel,i7 4960X,157,80.1,4050,https://cpu.userbenchmark.com/Intel Core i7 4960X/Rating/1977
CPU,,Intel,i7 9850H,158,80,8012,https://cpu.userbenchmark.com/SpeedTest/826055/IntelR CoreTM i7 9850H CPU   260GHz
CPU,BX80684I39100F,Intel,i3 9100F,159,79.8,91728,https://cpu.userbenchmark.com/Intel Core i3 9100F/Rating/4054
CPU,,Intel,i5 10300H,160,79.6,61721,https://cpu.userbenchmark.com/SpeedTest/1027882/IntelR CoreTM i5 10300H CPU   250GHz
CPU,,Intel,i5 10400T,161,79.5,651,https://cpu.userbenchmark.com/SpeedTest/1189479/IntelR CoreTM i5 10400T CPU   200GHz
CPU,BX80662I56600K,Intel,i5 6600K,162,79.4,339100,https://cpu.userbenchmark.com/Intel Core i5 6600K/Rating/3503
CPU,YD292XA8AFWOF,AMD,Ryzen TR 2920X,163,79.4,3103,https://cpu.userbenchmark.com/SpeedTest/625966/AMD Ryzen Threadripper 2920X 12 Core Processor
CPU,BX80677I77700,Intel,i7 7700,164,79.1,213507,https://cpu.userbenchmark.com/Intel Core i7 7700/Rating/3887
CPU,,Intel,E5 1650 v3,165,79.1,5708,https://cpu.userbenchmark.com/SpeedTest/16320/IntelR XeonR CPU E5 1650 v3   350GHz
CPU,BX80673I77800X,Intel,i7 7800X,166,79,22410,https://cpu.userbenchmark.com/SpeedTest/304816/IntelR CoreTM i7 7800X CPU   350GHz
CPU,,Intel,i7 3970X,167,78.9,2418,https://cpu.userbenchmark.com/SpeedTest/6794/IntelR CoreTM i7 3970X CPU   350GHz
CPU,BX80646I54690K,Intel,i5 4690K,168,78.9,238985,https://cpu.userbenchmark.com/Intel Core i5 4690K/Rating/2432
CPU,YD295XA8UGAAF,AMD,Ryzen TR 2950X,169,78.8,9277,https://cpu.userbenchmark.com/SpeedTest/569025/AMD Ryzen Threadripper 2950X 16 Core Processor
CPU,YD260XBCAFBOX,AMD,Ryzen 5 2600X,170,78.8,297005,https://cpu.userbenchmark.com/AMD Ryzen 5 2600X/Rating/3956
CPU,,Intel,i5 9400H,171,78.8,601,https://cpu.userbenchmark.com/SpeedTest/843530/IntelR CoreTM i5 9400H CPU   250GHz
CPU,,Intel,i7 X 990,172,78.7,3432,https://cpu.userbenchmark.com/SpeedTest/2590/IntelR CoreTM i7 CPU       X 990    347GHz
CPU,BX80619I73960X,Intel,i7 3960X,173,78.7,2061,https://cpu.userbenchmark.com/Intel Core i7 3960X/Rating/1973
CPU,,Intel,E5 1650 v2,174,78.7,10349,https://cpu.userbenchmark.com/SpeedTest/7574/IntelR XeonR CPU E5 1650 v2   350GHz
CPU,BX80684I38300,Intel,i3 8300,175,78.7,1831,https://cpu.userbenchmark.com/SpeedTest/484077/IntelR CoreTM i3 8300 CPU   370GHz
CPU,,Intel,i5 10400H,176,78.6,403,https://cpu.userbenchmark.com/SpeedTest/1084904/IntelR CoreTM i5 10400H CPU   260GHz
CPU,,Intel,i5 10200H,177,78.6,3086,https://cpu.userbenchmark.com/SpeedTest/1303113/IntelR CoreTM i5 10200H CPU   240GHz
CPU,BX80677I57600,Intel,i5 7600,178,78.5,37800,https://cpu.userbenchmark.com/Intel Core i5 7600/Rating/3890
CPU,100 000000100,AMD,Ryzen 5 4600H,179,78.5,36670,https://cpu.userbenchmark.com/SpeedTest/1110331/AMD Ryzen 5 4600H with Radeon Graphics
CPU,,Intel,i7 11375H,180,78.5,464,https://cpu.userbenchmark.com/SpeedTest/1462657/11th Gen IntelR CoreTM i7 11375H   330GHz
CPU,BX80633I74930K,Intel,i7 4930K,181,78.5,20433,https://cpu.userbenchmark.com/Intel Core i7 4930K/Rating/1976
CPU,CL8068404121817,Intel,i7 9750H,182,78.4,293263,https://cpu.userbenchmark.com/SpeedTest/766364/IntelR CoreTM i7 9750H CPU   260GHz
CPU,,Intel,i3 10100T,183,78.3,327,https://cpu.userbenchmark.com/SpeedTest/1260090/IntelR CoreTM i3 10100T CPU   300GHz
CPU,,Intel,i7 5775R,184,78.3,148,https://cpu.userbenchmark.com/SpeedTest/39919/IntelR CoreTM i7 5775R CPU   330GHz
